Kod_S,Kod_C,Kod_R,Nazwa,Wartosc,rok,firma
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2019,ErgoHestia
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,363 513,2019,ErgoHestia
S020102,C0010,R0790,Instrumenty pochodne,0,2019,ErgoHestia
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2019,ErgoHestia
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,241 742,2019,ErgoHestia
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,550,2019,ErgoHestia
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,0,2019,ErgoHestia
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",178 425,2019,ErgoHestia
S020102,C0010,R0850,Zobowiązania podporządkowane,401 469,2019,ErgoHestia
S020102,C0010,R0860,Zobowiązania podporządkowane niewłączone do BOF,0,2019,ErgoHestia
S020102,C0010,R0870,Zobowiązania podporządkowane włączone do BOF,401 469,2019,ErgoHestia
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),86 178,2019,ErgoHestia
S020102,C0010,R0900,Zobowiązania ogółem,8 071 505,2019,ErgoHestia
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,2 341 997,2019,ErgoHestia
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2020,ErgoHestia
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2020,ErgoHestia
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2020,ErgoHestia
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",483 847,2020,ErgoHestia
S020102,C0010,R0070,"Lokaty (inne niż aktywa ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",9 879 528,2020,ErgoHestia
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),15 780,2020,ErgoHestia
S020102,C0010,R0090,"Udziały w zakładach powiązanych, w tym udziały kapitałowe",154 336,2020,ErgoHestia
S020102,C0010,R0100,Akcje i udziały,0,2020,ErgoHestia
S020102,C0010,R0110,Akcje i udziały – notowane,0,2020,ErgoHestia
S020102,C0010,R0120,Akcje i udziały – nienotowane,0,2020,ErgoHestia
S020102,C0010,R0130,Obligacje,9 451 585,2020,ErgoHestia
S020102,C0010,R0140,Obligacje państwowe,9 307 047,2020,ErgoHestia
S020102,C0010,R0150,Obligacje korporacyjne,144 538,2020,ErgoHestia
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2020,ErgoHestia
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2020,ErgoHestia
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,0,2020,ErgoHestia
S020102,C0010,R0190,Instrumenty pochodne,0,2020,ErgoHestia
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,257 827,2020,ErgoHestia
S020102,C0010,R0210,Pozostałe lokaty,0,2020,ErgoHestia
S020102,C0010,R0220,"Aktywa posiadane z tytułu ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",0,2020,ErgoHestia
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,61 981,2020,ErgoHestia
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2020,ErgoHestia
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,12,2020,ErgoHestia
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,61 969,2020,ErgoHestia
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających z ubezpieczeń:,848 744,2020,ErgoHestia
S020102,C0010,R0280,Innych niż ubezpieczenia na życie i zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,658 791,2020,ErgoHestia
S020102,C0010,R0290,Innych niż ubezpieczenia na życie z wyłączeniem zdrowotnych,656 428,2020,ErgoHestia
S020102,C0010,R0300,Zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,2 363,2020,ErgoHestia
S020102,C0010,R0310,"Na życie i zdrowotnych o charakterze ubezpieczeń na życie, z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",189 953,2020,ErgoHestia
S020102,C0010,R0320,Zdrowotnych o charakterze ubezpieczeń na życie,0,2020,ErgoHestia
S020102,C0010,R0330,"Na życie z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",189 953,2020,ErgoHestia
S020102,C0010,R0340,"Ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2020,ErgoHestia
S020102,C0010,R0350,Depozyty u cedentów,0,2020,ErgoHestia
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,195 062,2020,ErgoHestia
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,0,2020,ErgoHestia
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",45 175,2020,ErgoHestia
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2020,ErgoHestia
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0,2020,ErgoHestia
S020102,C0010,R0410,Środki pieniężne i ekwiwalenty środków pieniężnych,2 874,2020,ErgoHestia
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),145 090,2020,ErgoHestia
S020102,C0010,R0500,Aktywa ogółem,11 662 302,2020,ErgoHestia
S020102,C0010,R0510,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,6 563 965,2020,ErgoHestia
S020102,C0010,R0520,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),6 478 943,2020,ErgoHestia
S020102,C0010,R0530,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2020,ErgoHestia
S020102,C0010,R0540,Najlepsze oszacowanie,6 230 095,2020,ErgoHestia
S020102,C0010,R0550,Margines ryzyka,248 848,2020,ErgoHestia
S020102,C0010,R0560,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),85 022,2020,ErgoHestia
S020102,C0010,R0570,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2020,ErgoHestia
S020102,C0010,R0580,Najlepsze oszacowanie,56 501,2020,ErgoHestia
S020102,C0010,R0590,Margines ryzyka,28 521,2020,ErgoHestia
S020102,C0010,R0600,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",900 548,2020,ErgoHestia
S020102,C0010,R0610,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2020,ErgoHestia
S020102,C0010,R0620,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2020,ErgoHestia
S020102,C0010,R0630,Najlepsze oszacowanie,0,2020,ErgoHestia
S020102,C0010,R0640,Margines ryzyka,0,2020,ErgoHestia
S020102,C0010,R0650,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",900 548,2020,ErgoHestia
S020102,C0010,R0660,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2020,ErgoHestia
S020102,C0010,R0670,Najlepsze oszacowanie,839 402,2020,ErgoHestia
S020102,C0010,R0680,Margines ryzyka,61 146,2020,ErgoHestia
S020102,C0010,R0690,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczenia związane z ubezpieczeniowym funduszem kapitałowym",0,2020,ErgoHestia
S020102,C0010,R0700,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2020,ErgoHestia
S020102,C0010,R0710,Najlepsze oszacowanie,0,2020,ErgoHestia
S020102,C0010,R0720,Margines ryzyka,0,2020,ErgoHestia
S020102,C0010,R0740,Zobowiązania warunkowe,0,2020,ErgoHestia
S020102,C0010,R0750,Pozostałe rezerwy (inne niż techniczno–ubezpieczeniowe),67 103,2020,ErgoHestia
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,2 736,2020,ErgoHestia
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2020,ErgoHestia
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,376 596,2020,ErgoHestia
S020102,C0010,R0790,Instrumenty pochodne,0,2020,ErgoHestia
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2020,ErgoHestia
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,239 087,2020,ErgoHestia
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,1 158,2020,ErgoHestia
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,0,2020,ErgoHestia
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",297 368,2020,ErgoHestia
S020102,C0010,R0850,Zobowiązania podporządkowane,407 895,2020,ErgoHestia
S020102,C0010,R0860,Zobowiązania podporządkowane niewłączone do BOF,0,2020,ErgoHestia
S020102,C0010,R0870,Zobowiązania podporządkowane włączone do BOF,407 895,2020,ErgoHestia
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),102 874,2020,ErgoHestia
S020102,C0010,R0900,Zobowiązania ogółem,8 959 331,2020,ErgoHestia
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,2 702 971,2020,ErgoHestia
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2021,ErgoHestia
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2021,ErgoHestia
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2021,ErgoHestia
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",474 043,2021,ErgoHestia
S020102,C0010,R0070,"Lokaty (inne niż aktywa ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",9 457 436,2021,ErgoHestia
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),14 521,2021,ErgoHestia
S020102,C0010,R0090,"Udziały w zakładach powiązanych, w tym udziały kapitałowe",153 373,2021,ErgoHestia
S020102,C0010,R0100,Akcje i udziały,0,2021,ErgoHestia
S020102,C0010,R0110,Akcje i udziały – notowane,0,2021,ErgoHestia
S020102,C0010,R0120,Akcje i udziały – nienotowane,0,2021,ErgoHestia
S020102,C0010,R0130,Obligacje,8 975 434,2021,ErgoHestia
S020102,C0010,R0140,Obligacje państwowe,8 834 385,2021,ErgoHestia
S020102,C0010,R0150,Obligacje korporacyjne,141 049,2021,ErgoHestia
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2021,ErgoHestia
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2021,ErgoHestia
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,172 629,2021,ErgoHestia
S020102,C0010,R0190,Instrumenty pochodne,0,2021,ErgoHestia
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,141 480,2021,ErgoHestia
S020102,C0010,R0210,Pozostałe lokaty,0,2021,ErgoHestia
S020102,C0010,R0220,"Aktywa posiadane z tytułu ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",0,2021,ErgoHestia
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,52 293,2021,ErgoHestia
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2021,ErgoHestia
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2021,ErgoHestia
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,52 293,2021,ErgoHestia
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających z ubezpieczeń:,804 544,2021,ErgoHestia
S020102,C0010,R0280,Innych niż ubezpieczenia na życie i zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,643 794,2021,ErgoHestia
S020102,C0010,R0290,Innych niż ubezpieczenia na życie z wyłączeniem zdrowotnych,643 163,2021,ErgoHestia
S020102,C0010,R0300,Zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,632,2021,ErgoHestia
S020102,C0010,R0310,"Na życie i zdrowotnych o charakterze ubezpieczeń na życie, z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",160 750,2021,ErgoHestia
S020102,C0010,R0320,Zdrowotnych o charakterze ubezpieczeń na życie,0,2021,ErgoHestia
S020102,C0010,R0330,"Na życie z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",160 750,2021,ErgoHestia
S020102,C0010,R0340,"Ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2021,ErgoHestia
S020102,C0010,R0350,Depozyty u cedentów,0,2021,ErgoHestia
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,218 413,2021,ErgoHestia
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,0,2021,ErgoHestia
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",54 468,2021,ErgoHestia
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2021,ErgoHestia
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0,2021,ErgoHestia
S020102,C0010,R0410,Środki pieniężne i ekwiwalenty środków pieniężnych,3 504,2021,ErgoHestia
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),125 192,2021,ErgoHestia
S020102,C0010,R0500,Aktywa ogółem,11 189 895,2021,ErgoHestia
S020102,C0010,R0510,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,6 428 908,2021,ErgoHestia
S020102,C0010,R0520,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),6 370 466,2021,ErgoHestia
S020102,C0010,R0530,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2021,ErgoHestia
S020102,C0010,R0540,Najlepsze oszacowanie,6 259 912,2021,ErgoHestia
S020102,C0010,R0550,Margines ryzyka,110 554,2021,ErgoHestia
S020102,C0010,R0560,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),58 443,2021,ErgoHestia
S020102,C0010,R0570,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2021,ErgoHestia
S020102,C0010,R0580,Najlepsze oszacowanie,57 378,2021,ErgoHestia
S020102,C0010,R0590,Margines ryzyka,1 064,2021,ErgoHestia
S020102,C0010,R0600,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",802 092,2021,ErgoHestia
S020102,C0010,R0610,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2021,ErgoHestia
S020102,C0010,R0620,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2021,ErgoHestia
S020102,C0010,R0630,Najlepsze oszacowanie,0,2021,ErgoHestia
S020102,C0010,R0640,Margines ryzyka,0,2021,ErgoHestia
S020102,C0010,R0650,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",802 092,2021,ErgoHestia
S020102,C0010,R0660,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2021,ErgoHestia
S020102,C0010,R0670,Najlepsze oszacowanie,766 662,2021,ErgoHestia
S020102,C0010,R0680,Margines ryzyka,35 430,2021,ErgoHestia
S020102,C0010,R0690,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczenia związane z ubezpieczeniowym funduszem kapitałowym",0,2021,ErgoHestia
S020102,C0010,R0700,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2021,ErgoHestia
S020102,C0010,R0710,Najlepsze oszacowanie,0,2021,ErgoHestia
S020102,C0010,R0720,Margines ryzyka,0,2021,ErgoHestia
S020102,C0010,R0740,Zobowiązania warunkowe,0,2021,ErgoHestia
S020102,C0010,R0750,Pozostałe rezerwy (inne niż techniczno–ubezpieczeniowe),61 955,2021,ErgoHestia
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,3 432,2021,ErgoHestia
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2021,ErgoHestia
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,370 347,2021,ErgoHestia
S020102,C0010,R0790,Instrumenty pochodne,0,2021,ErgoHestia
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2021,ErgoHestia
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,233 844,2021,ErgoHestia
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,461,2021,ErgoHestia
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,0,2021,ErgoHestia
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",233 438,2021,ErgoHestia
S020102,C0010,R0850,Zobowiązania podporządkowane,388 699,2021,ErgoHestia
S020102,C0010,R0860,Zobowiązania podporządkowane niewłączone do BOF,0,2021,ErgoHestia
S020102,C0010,R0870,Zobowiązania podporządkowane włączone do BOF,388 699,2021,ErgoHestia
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),113 867,2021,ErgoHestia
S020102,C0010,R0900,Zobowiązania ogółem,8 637 043,2021,ErgoHestia
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,2 552 852,2021,ErgoHestia
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2022,ErgoHestia
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2022,ErgoHestia
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2022,ErgoHestia
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",463 852,2022,ErgoHestia
S020102,C0010,R0070,"Lokaty (inne niż aktywa ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",9 243 753,2022,ErgoHestia
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),11 718,2022,ErgoHestia
S020102,C0010,R0090,"Udziały w zakładach powiązanych, w tym udziały kapitałowe",158 689,2022,ErgoHestia
S020102,C0010,R0100,Akcje i udziały,2 773,2022,ErgoHestia
S020102,C0010,R0110,Akcje i udziały – notowane,2 773,2022,ErgoHestia
S020102,C0010,R0120,Akcje i udziały – nienotowane,0,2022,ErgoHestia
S020102,C0010,R0130,Obligacje,8 799 931,2022,ErgoHestia
S020102,C0010,R0140,Obligacje państwowe,8 277 580,2022,ErgoHestia
S020102,C0010,R0150,Obligacje korporacyjne,522 351,2022,ErgoHestia
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2022,ErgoHestia
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2022,ErgoHestia
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,116 785,2022,ErgoHestia
S020102,C0010,R0190,Instrumenty pochodne,0,2022,ErgoHestia
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,153 858,2022,ErgoHestia
S020102,C0010,R0210,Pozostałe lokaty,0,2022,ErgoHestia
S020102,C0010,R0220,"Aktywa posiadane z tytułu ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",0,2022,ErgoHestia
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,115 706,2022,ErgoHestia
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2022,ErgoHestia
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2022,ErgoHestia
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,115 706,2022,ErgoHestia
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających z ubezpieczeń:,810 421,2022,ErgoHestia
S020102,C0010,R0280,Innych niż ubezpieczenia na życie i zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,690 788,2022,ErgoHestia
S020102,C0010,R0290,Innych niż ubezpieczenia na życie z wyłączeniem zdrowotnych,690 489,2022,ErgoHestia
S020102,C0010,R0300,Zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,299,2022,ErgoHestia
S020102,C0010,R0310,"Na życie i zdrowotnych o charakterze ubezpieczeń na życie, z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",119 633,2022,ErgoHestia
S020102,C0010,R0320,Zdrowotnych o charakterze ubezpieczeń na życie,0,2022,ErgoHestia
S020102,C0010,R0330,"Na życie z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",119 633,2022,ErgoHestia
S020102,C0010,R0340,"Ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2022,ErgoHestia
S020102,C0010,R0350,Depozyty u cedentów,0,2022,ErgoHestia
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,215 962,2022,ErgoHestia
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,0,2022,ErgoHestia
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",59 740,2022,ErgoHestia
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2022,ErgoHestia
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0,2022,ErgoHestia
S020102,C0010,R0410,Środki pieniężne i ekwiwalenty środków pieniężnych,31 725,2022,ErgoHestia
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),148 808,2022,ErgoHestia
S020102,C0010,R0500,Aktywa ogółem,11 089 969,2022,ErgoHestia
S020102,C0010,R0510,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,6 727 647,2022,ErgoHestia
S020102,C0010,R0520,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),6 671 882,2022,ErgoHestia
S020102,C0010,R0530,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2022,ErgoHestia
S020102,C0010,R0540,Najlepsze oszacowanie,6 567 254,2022,ErgoHestia
S020102,C0010,R0550,Margines ryzyka,104 628,2022,ErgoHestia
S020102,C0010,R0560,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),55 765,2022,ErgoHestia
S020102,C0010,R0570,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2022,ErgoHestia
S020102,C0010,R0580,Najlepsze oszacowanie,54 790,2022,ErgoHestia
S020102,C0010,R0590,Margines ryzyka,975,2022,ErgoHestia
S020102,C0010,R0600,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",667 894,2022,ErgoHestia
S020102,C0010,R0610,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2022,ErgoHestia
S020102,C0010,R0620,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2022,ErgoHestia
S020102,C0010,R0630,Najlepsze oszacowanie,0,2022,ErgoHestia
S020102,C0010,R0640,Margines ryzyka,0,2022,ErgoHestia
S020102,C0010,R0650,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",667 894,2022,ErgoHestia
S020102,C0010,R0660,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2022,ErgoHestia
S020102,C0010,R0670,Najlepsze oszacowanie,646 616,2022,ErgoHestia
S020102,C0010,R0680,Margines ryzyka,21 278,2022,ErgoHestia
